seqname	start	end	gene_symbol
chr6	958562	1101635	LINC01622
chr6	1026729	1027460	AL033381.2
chr6	1080164	1105181	AL033381.1
chr6	1111602	1114564	AL033381.3
chr6	1186753	1186855	snoU13
chr6	1312333	1314993	FOXQ1
chr6	1321933	1324257	LINC01394
chr6	1384025	1385301	AL034346.1
chr6	1389811	1395838	FOXF2
chr6	1507557	1507851	RN7SL352P
chr6	1513933	1515524	AL512329.1
chr6	1528599	1529146	AL512329.2
chr6	1601889	1607589	FOXCUT
chr6	1610150	1614132	FOXC1
chr6	1624041	2245839	GMDS
chr6	2228037	2230495	AL035693.1
chr6	2245952	2526210	GMDS-DT
chr6	2341684	2341945	HMGN2P28
chr6	2353661	2386344	AL031768.2
chr6	2409770	2409869	AL031768.1
chr6	2437783	2438483	AL031768.1
chr6	2504031	2528899	AL359852.2
chr6	2562181	2564377	AL359852.1
chr6	2617378	2640235	LINC02521
chr6	2622147	2634853	LINC01600
chr6	2663863	2751200	MYLK4
chr6	2765648	2787186	WRNIP1
chr6	2832566	2842193	SERPINB1
chr6	2851464	2881641	SERPINB9P1
chr6	2854265	2854341	MIR4645
chr6	2887504	2903543	SERPINB9
chr6	2910847	2912347	AL133351.3
chr6	2917128	2917967	AL133351.2
chr6	2948393	2972399	SERPINB6
chr6	2988201	2991407	LINC01011
chr6	2988221	3029103	NQO2
chr6	2989569	2999838	AL133351.1
chr6	3023376	3024006	HTATSF1P2
chr6	3033417	3033522	AL133351.4
chr6	3045618	3046034	FAM136BP
chr6	3049069	3049445	SERPINB8P1
chr6	3056083	3057591	AL031963.2
chr6	3064225	3115421	RIPK1
chr6	3068279	3069128	AL031963.3
chr6	3088920	3089043	RNA5SP201
chr6	3118608	3153812	BPHL
chr6	3138628	3153296	AL031963.1
chr6	3153900	3157778	TUBB2A
chr6	3177278	3179998	TUBB2BP1
chr6	3182860	3196018	LINC02525
chr6	3224511	3231964	TUBB2B
chr6	3231637	3303607	PSMG4
chr6	3269196	3457256	SLC22A23
chr6	3311896	3313884	AL445309.1
chr6	3585335	3720315	AL033523.1
chr6	3694157	3694309	AL033523.2
chr6	3722848	3752260	PXDC1
chr6	3751345	3754105	AL391422.4
chr6	3754333	3755074	AL391422.1
chr6	3832167	3855971	AL391422.3
chr6	3832170	3894526	AL391422.2
chr6	3849607	3851554	FAM50B
chr6	3905154	3912213	AL590004.3
chr6	3914156	3914526	AL590004.2
chr6	3922081	3922380	AL590004.1
chr6	3941516	3942035	TDGF1P4
chr6	3978296	3979333	GLRX3P2
chr6	3982907	3984364	AL138831.3
chr6	4018947	4019436	AL138831.2
chr6	4019077	4021449	AL138831.1
chr6	4021501	4065217	PRPF4B
chr6	4049668	4087578	FAM217A
chr6	4076623	4076707	snoU13
chr6	4079440	4131185	C6orf201
chr6	4115923	4135831	ECI2
chr6	4135657	4146287	AL136309.4
chr6	4136306	4157619	AL136309.2
chr6	4185713	4189184	AL136309.3
chr6	4189350	4190040	AL136309.1
chr6	4305176	4584105	AL162718.1
chr6	4341990	4347396	AL159166.1
chr6	4381445	4383831	AL162718.3
chr6	4428197	4428315	RNA5SP202
chr6	4449626	4468415	AL162718.2
chr6	4492041	4496003	LINC02533
chr6	4529956	4530242	AL133393.1
chr6	4599521	4602654	AL034376.2
chr6	4610846	4612153	AL034376.1
chr6	4643996	4644088	snoU13
chr6	4702697	4704013	PSMC1P11
chr6	4706393	4955785	CDYL
chr6	4714332	4725119	AL356747.1
chr6	4774760	4775642	AL022725.1
chr6	4979306	4979728	AL359643.1
chr6	4994966	5004297	RPP40
chr6	5004008	5081180	AL359643.3
chr6	5031990	5054657	AL359643.2
chr6	5045818	5046335	RMRPP2
chr6	5066029	5067216	AL139094.1
chr6	5084815	5089721	PPP1R3G
chr6	5102827	5261172	LYRM4
chr6	5148467	5148556	MIR3691
chr6	5224961	5225030	AL162381.1
chr6	5261277	5829425	FARS2
chr6	5291263	5291621	AL121978.1
chr6	5451916	5458308	AL021328.1
chr6	5609460	5610428	HNRNPA1P37
chr6	5665218	5695505	AL022097.1
chr6	5788579	5788932	AL136968.2
chr6	5817654	5818599	AL136968.1
chr6	5851739	5870453	AL136307.1
chr6	5918793	5919077	RN7SL221P
chr6	5972645	5974245	PKMP5
chr6	5998232	6007838	NRN1
chr6	6046676	6046777	AL157775.1
chr6	6144318	6321246	F13A1
chr6	6169567	6169642	MIR5683
chr6	6346698	6623004	LY86-AS1
chr6	6347314	6347614	SNAPC5P1
chr6	6450589	6507676	AL162719.1
chr6	6534930	6535864	CNN3P1
chr6	6588341	6655216	LY86
chr6	6680542	6683866	AL031123.2
chr6	6685381	6687217	AL031123.3
chr6	6692974	6739263	AL031123.1
chr6	6711124	6714203	AL031123.4
chr6	6725269	6733424	AL031123.5
chr6	6758509	6759524	AL136361.1
chr6	6795148	6795635	BTF3P7
chr6	6901255	6918948	AL158817.1
chr6	6938835	6939130	RN7SL554P
chr6	6993424	6995960	AL139390.1
chr6	7040693	7040779	snoU13
chr6	7107830	7252213	RREB1
chr6	7183316	7185520	AL355336.1
chr6	7187815	7187919	Y_RNA
chr6	7232789	7232911	AL589644.1
chr6	7259143	7262226	AL139095.5
chr6	7268539	7347679	SSR1
chr6	7276264	7299105	AL139095.4
chr6	7326889	7389975	CAGE1
chr6	7331519	7331909	AL139095.1
chr6	7339072	7339801	AL139095.2
chr6	7341087	7342289	AL139095.3
chr6	7390026	7418270	RIOK1
chr6	7481327	7482827	HNRNPLP1
chr6	7506436	7506782	AL138878.1
chr6	7516833	7518073	AL138878.2
chr6	7540684	7541571	AL031058.1
chr6	7541850	7586947	DSP
chr6	7590431	7612200	SNRNP48
chr6	7620655	7621111	AL390026.1
chr6	7726332	7881961	BMP6
chr6	7881750	7911047	TXNDC5
chr6	7881755	8064597	BLOC1S5-TXNDC5
chr6	7938663	7939555	AL096800.1
chr6	7986770	7988425	PIP5K1P1
chr6	8013800	8064629	BLOC1S5
chr6	8015959	8102763	EEF1E1-BLOC1S5
chr6	8073593	8102792	EEF1E1
chr6	8102944	8343372	AL355499.1
chr6	8158395	8760680	AL355499.2
chr6	8342170	8389416	AL359378.1
chr6	8411696	8435844	SLC35B3
chr6	8435801	9294366	HULC
chr6	9124454	9162010	AL137220.1
chr6	9596343	10211841	OFCC1
chr6	10118685	10119486	AL136226.1
chr6	10214114	10214595	AL354868.1
chr6	10222269	10222394	RNU6ATAC21P
chr6	10365826	10366815	AL138885.1
chr6	10393419	10419892	TFAP2A
chr6	10404735	10408161	AL138885.3
chr6	10409573	10416679	TFAP2A-AS1
chr6	10423373	10426409	AL138885.2
chr6	10426856	10429343	AL138885.4
chr6	10429488	10435248	LINC00518
chr6	10434549	10457014	MIR5689HG
chr6	10439950	10440027	MIR5689
chr6	10460139	10460774	MRPL48P1
chr6	10474733	10478735	LINC02522
chr6	10492456	10629601	GCNT2
chr6	10511269	10514779	AL139039.3
chr6	10514515	10515206	AL139039.1
chr6	10574982	10575460	AL139039.2
chr6	10633995	10634928	GCNT2P1
chr6	10659731	10693093	AL358777.1
chr6	10671651	10695030	C6orf52
chr6	10674891	10675001	Y_RNA
chr6	10695205	10710015	PAK1IP1
chr6	10723148	10731362	TMEM14C
chr6	10743557	10747896	AL024498.1
chr6	10747992	10852986	TMEM14B
chr6	10748027	10930656	AL024498.2
chr6	10753024	10753159	RNA5SP203
chr6	10762956	10838788	MAK
chr6	10873456	10882174	GCM2
chr6	10882013	10884582	AL357497.1
chr6	10887064	10979553	SYCP2L
chr6	10980992	11044538	ELOVL2
chr6	11015819	11016121	AL121955.1
chr6	11043715	11079387	ELOVL2-AS1
chr6	11079248	11079346	snoU13
chr6	11094067	11138966	SMIM13
chr6	11102722	11111958	ERVFRD-1
chr6	11155162	11155383	AL136139.1
chr6	11173685	11259332	AL139807.1
chr6	11183531	11382581	NEDD9
chr6	11291532	11296457	AL022098.1
chr6	11414869	11515943	AL445430.2
chr6	11417440	11481557	AL445430.1
chr6	11503742	11503904	RNU1-64P
chr6	11514425	11516699	THAP12P5
chr6	11537982	11583757	TMEM170B
chr6	11607785	11608214	AL357518.1
chr6	11710052	11710193	SNORA67
chr6	11712287	11807279	ADTRP
chr6	11722780	11732156	AL022724.2
chr6	11810835	11811481	AL022724.1
chr6	11861859	11863203	AMD1P4
chr6	11990571	12001519	AL157373.1
chr6	12007903	12009089	AL157373.2
chr6	12008995	12165232	HIVEP1
chr6	12290594	12297427	EDN1
chr6	12319685	12319824	SUMO2P12
chr6	12406718	12407013	RN7SKP293
chr6	12514342	12514956	RPL15P3
chr6	12583147	12585636	LINC02530
chr6	12717037	13290716	PHACTR1
chr6	12753907	12754003	AL354680.1
chr6	13214288	13214451	RNU1-11P
chr6	13265093	13295818	AL008729.1
chr6	13266774	13328815	TBC1D7
chr6	13290250	13290722	AL008729.2
chr6	13358062	13487894	GFOD1
chr6	13486526	13487084	GFOD1-AS1
chr6	13521498	13522277	RPS4XP7
chr6	13547936	13548245	RN7SKP204
chr6	13574761	13615390	SIRT5
chr6	13614343	13615387	AL441883.1
chr6	13615567	13632971	NOL7
chr6	13621730	13712067	RANBP9
chr6	13671952	13679140	Z93020.1
chr6	13680312	13680373	RNU7-91P
chr6	13786789	13814800	MCUR1
chr6	13825663	13826805	AL023583.1
chr6	13924677	13980541	RNF182
chr6	13949326	13949897	MRPL35P1
chr6	14005151	14007132	AL022396.1
chr6	14117487	14137149	CD83
chr6	14152427	14211417	AL133259.1
chr6	14156693	14156754	RNU7-133P
chr6	14210524	14214605	AL353152.2
chr6	14230006	14231801	AL353152.1
chr6	14280358	14285685	LINC01108
chr6	14391325	14394160	AL080313.2
chr6	14394557	14404520	AL080313.1
chr6	14431914	14502932	AL009177.1
chr6	14597745	14599921	AL109914.1
chr6	14646766	14646869	RNU6-793P
chr6	14662060	15090401	AL138720.1
chr6	15103177	15104361	AL050335.1
chr6	15113199	15113450	RN7SL332P
chr6	15149930	15150030	AL050335.1
chr6	15244154	15245231	AL136162.1
chr6	15246300	15522273	JARID2
chr6	15248046	15248865	JARID2-AS1
chr6	15315151	15315257	RNU6-522P
chr6	15324598	15324703	RNU6-645P
chr6	15523032	15663289	DTNBP1
chr6	15556011	15560211	AL021978.1
chr6	15935013	15935546	ARPC3P5
chr6	15995175	16000028	LINC02543
chr6	16041612	16041845	AL365265.1
chr6	16107853	16108824	AL021407.2
chr6	16129317	16148479	MYLIP
chr6	16141787	16141855	MIR4639
chr6	16148518	16148676	U3
chr6	16161157	16161642	AL021407.3
chr6	16163608	16163993	AL021407.1
chr6	16171837	16172262	MRPL42P2
chr6	16205245	16205351	RNU6-1114P
chr6	16232462	16232561	Y_RNA
chr6	16238811	16295780	GMPR
chr6	16259332	16264784	AL009031.1
chr6	16299343	16761722	ATXN1
chr6	16428675	16428754	AL034375.1
chr6	16761369	16762883	AL137003.1
chr6	16764577	16767114	AL137003.2
chr6	16901335	16952930	AL133405.2
chr6	17016048	17034627	AL133405.1
chr6	17092945	17108387	AL138740.1
chr6	17102489	17131603	STMND1
chr6	17224474	17281655	AL136305.1
chr6	17281592	17294102	RBM24
chr6	17381598	17382351	AL034372.1
chr6	17393736	17558021	CAP2
chr6	17531130	17531883	RPL7P26
chr6	17582265	17582536	SUMO2P13
chr6	17587130	17600422	AL138824.1
chr6	17600533	17611946	FAM8A1
chr6	17615266	17707065	NUP153
chr6	17619764	17619865	RNU6-190P
chr6	17706488	17707575	AL138724.1
chr6	17722017	17722134	RNA5SP204
chr6	17737689	17737790	Y_RNA
chr6	17759414	17987866	KIF13A
chr6	17953803	17954161	AL023807.1
chr6	18120671	18122918	NHLRC1
chr6	18128542	18155308	TPMT
chr6	18155560	18224092	KDM1B
chr6	18224091	18264779	DEK
chr6	18273396	18273497	Y_RNA
chr6	18305085	18305276	AL138825.1
chr6	18307204	18307310	RNU6-263P
chr6	18363648	18365654	DDX18P3
chr6	18366967	18368875	AL138725.1
chr6	18387581	18469105	RNF144B
chr6	18402182	18402283	snoU13
chr6	18522966	18674232	MIR548A1HG
chr6	18572015	18572111	MIR548A1
chr6	19143926	19144391	AL589647.1
chr6	19290550	19321252	AL357052.1
chr6	19323659	19839311	AL022068.1
chr6	19348412	19349307	RPL5P20
chr6	19438514	19438649	RNA5SP205
chr6	19612986	19614267	KRT18P38
chr6	19638271	19639039	UQCRFS1P3
chr6	19642656	19642760	RNU6-801P
chr6	19837601	19842428	ID4
chr6	19892628	19894445	AL022726.1
chr6	20042686	20043171	AL008627.1
chr6	20102376	20212630	MBOAT1
chr6	20212318	20317970	AL158198.1
chr6	20265951	20307431	AL158198.2
chr6	20321692	20333424	AL132775.1
chr6	20330153	20334642	AL132775.2
chr6	20402110	20493945	E2F3
chr6	20421812	20422118	RN7SL128P
chr6	20422549	20422632	AL136303.1
chr6	20438052	20440409	E2F3-IT1
chr6	20452600	20452704	RNU6-141P
chr6	20500406	20500507	Y_RNA
chr6	20534688	21232635	CDKAL1
chr6	20722559	20723886	AL035090.1
chr6	20756334	20800925	AL513188.1
chr6	20993705	20993799	RNU6-150P
chr6	21233399	21271363	AL451080.1
chr6	21354642	21355527	AL031767.1
chr6	21369921	21383431	AL031767.2
chr6	21486127	21521645	LINC00581
chr6	21521909	21524014	AL512380.1
chr6	21528970	21595824	AL512380.2
chr6	21592999	21598850	SOX4
chr6	21602359	21602614	BOLA2P3
chr6	21664416	22654684	CASC15
chr6	21822767	21822968	AL136313.1
chr6	22085773	22086147	RN7SKP240
chr6	22133434	22147422	NBAT1
chr6	22213535	22214466	AL359694.1
chr6	22287473	22303055	PRL
chr6	22569722	22571895	HDGFL1
chr6	22589366	22594062	AL033539.1
chr6	22663736	22675722	AL033539.2
chr6	22744624	23032009	AL035401.1
chr6	23102908	23103774	AL591416.1
chr6	23125209	23125315	RNU6-1060P
chr6	23337939	23404360	AL139231.1
chr6	23649724	23650002	AL133270.1
chr6	23854672	23855685	AL139093.1
chr6	23856926	23857046	SPTLC1P2
chr6	23972107	23973169	AL032822.1
chr6	24002052	24002661	HNRNPA1P58
chr6	24126414	24155128	NRSN1
chr6	24166501	24166602	SNORD46
chr6	24171983	24358287	DCDC2
chr6	24357131	24358512	KAAG1
chr6	24365879	24365982	RNU6-391P
chr6	24403136	24426422	MRS2
chr6	24424793	24495433	GPLD1
chr6	24495080	24537435	ALDH5A1
chr6	24544332	24646419	KIAA0319
chr6	24598240	24600018	KRT8P43
chr6	24650207	24667158	TDP2
chr6	24667263	24705293	ACOT13
chr6	24701135	24702021	AL031775.1
chr6	24705089	24720226	C6orf62
chr6	24706975	24707379	AL031775.2
chr6	24721886	24752188	AL133264.2
chr6	24750899	24751853	AL133264.1
chr6	24775159	24786327	GMNN
chr6	24797549	24799117	ARMH2
chr6	24797601	24810026	AL512428.1
chr6	24804510	25042398	RIPOR2
chr6	24840195	24840293	AL512428.1
chr6	24948108	24948572	MTCO2P33
chr6	24976647	24977210	PPIAP29
chr6	25013213	25015924	AL160400.1
chr6	25023475	25024711	ASS1P1
chr6	25031243	25031510	RN7SL334P
chr6	25042067	25056892	AL133268.3
chr6	25053855	25057301	AL133268.2
chr6	25061854	25452491	CMAHP
chr6	25062024	25135199	AL133268.4
chr6	25140231	25141631	AL133268.1
chr6	25152775	25153111	AL590084.3
chr6	25181587	25181973	AL590084.1
chr6	25192641	25192718	RNY5P5
chr6	25203481	25203568	AL590084.1
chr6	25218916	25219297	AL590084.2
chr6	25248491	25249007	KATNBL1P5
chr6	25261467	25261959	AL024509.2
chr6	25272428	25273979	AL024509.1
chr6	25279306	25620758	CARMIL1
chr6	25287660	25287761	Y_RNA
chr6	25383827	25383930	RNU6-987P
chr6	25408123	25408199	AL160037.1
chr6	25435508	25435590	snoU13
chr6	25632901	25641159	AL022170.1
chr6	25652429	25702011	SCGN
chr6	25678997	25679392	PRELID1P2
chr6	25726360	25726755	HIST1H2AA
chr6	25727005	25727520	HIST1H2BA
chr6	25732010	25732319	HIST1H2BPS1
chr6	25732725	25733055	HIST1H2APS1
chr6	25754927	25781419	SLC17A4
chr6	25783125	25832287	SLC17A1
chr6	25833294	25882514	SLC17A3
chr6	25882254	25882623	HIST1H2APS2
chr6	25885647	25885979	AL138726.1
chr6	25912982	25930954	SLC17A2
chr6	25963030	25991459	TRIM38
chr6	25984040	25999395	U91328.2
chr6	25990989	25991454	U91328.20
chr6	25992869	26002003	U91328.1
chr6	26013469	26013985	U91328.3
chr6	26016607	26016829	HIST1H1PS2
chr6	26017313	26017960	HIST1H1A
chr6	26020718	26021128	HIST1H3A
chr6	26021907	26022218	HIST1H4A
chr6	26027124	26027480	HIST1H4B
chr6	26031822	26032327	HIST1H3B
chr6	26033404	26033796	HIST1H2AB
chr6	26043505	26043885	HIST1H2BB
chr6	26044217	26044585	HIST1H2APS5
chr6	26045639	26046097	HIST1H3C
chr6	26056015	26056656	HIST1H1C
chr6	26087509	26098571	HFE
chr6	26104104	26104538	HIST1H4C
chr6	26107647	26108364	HIST1H1T
chr6	26115101	26124154	HIST1H2BC
chr6	26124373	26139344	HIST1H2AC
chr6	26156582	26157335	HIST1H1E
chr6	26158374	26171577	HIST1H2BD
chr6	26160993	26173030	AL353759.1
chr6	26164300	26164591	LARP1P1
chr6	26172287	26184883	HIST1H2BE
chr6	26188993	26189304	HIST1H4D
chr6	26195782	26196861	HIST1H1PS1
chr6	26195823	26199521	AL031777.3
chr6	26197068	26197478	HIST1H3D
chr6	26199079	26199471	HIST1H2AD
chr6	26199748	26200942	HIST1H2BF
chr6	26202384	26202882	AL031777.1
chr6	26204780	26206266	HIST1H4E
chr6	26216428	26216872	HIST1H2BG
chr6	26217203	26217711	HIST1H2AE
chr6	26219273	26219468	AL031777.2
chr6	26224427	26227701	HIST1H3E
chr6	26233350	26233483	HIST1H2APS3
chr6	26234496	26235161	HIST1H1D
chr6	26240561	26240976	HIST1H4F
chr6	26246909	26247205	HIST1H4G
chr6	26250423	26250833	HIST1H3F
chr6	26251879	26253938	HIST1H2BH
chr6	26269633	26272043	HIST1H3G
chr6	26272249	26272929	HIST1H2APS4
chr6	26273204	26273584	HIST1H2BI
chr6	26277837	26285866	HIST1H4H
chr6	26322104	26322520	HIST1H3PS1
chr6	26324933	26332128	AL021917.1
chr6	26353199	26353264	RNU6-1259P
chr6	26365387	26378548	BTN3A2
chr6	26365704	26365780	AL021917.1
chr6	26383324	26395102	BTN2A2
chr6	26402465	26415436	BTN3A1
chr6	26421619	26432611	BTN2A3P
chr6	26440700	26453643	BTN3A3
chr6	26458132	26476849	BTN2A1
chr6	26478100	26478761	AL121936.2
chr6	26501449	26510650	BTN1A1
chr6	26519579	26519686	RNU6-502P
chr6	26521937	26527632	HCG11
chr6	26538594	26547161	HMGN4
chr6	26569552	26574926	AL121936.1
chr6	26597181	26600967	ABT1
chr6	26602961	26606889	AL513548.3
chr6	26612131	26613337	AL513548.2
chr6	26630782	26632007	VN1R14P
chr6	26634611	26659980	ZNF322
chr6	26677231	26683439	AL513548.4
chr6	26686469	26688192	AL513548.1
chr6	26839263	26924333	GUSBP2
chr6	26864731	26866556	POM121L6P
chr6	26924711	27027528	LINC00240
chr6	26968987	26969427	AL133255.1
chr6	26986714	26988059	AL590062.1
chr6	26988114	26988226	TRNAI2
chr6	27001214	27002089	VN1R12P
chr6	27028144	27029028	VN1R13P
chr6	27051059	27051926	VN1R11P
chr6	27077569	27077759	RNU2-62P
chr6	27090436	27091000	AL021807.1
chr6	27093676	27100529	HIST1H2BJ
chr6	27100821	27103070	HIST1H2AG
chr6	27106367	27107660	HIST1H4I
chr6	27114197	27114577	HIST1H2BK
chr6	27114908	27115294	HIST1H2AH
chr6	27115405	27115467	MIR3143
chr6	27179023	27179692	RPL10P2
chr6	27215480	27224403	PRSS16
chr6	27235892	27237008	AL021808.1
chr6	27253682	27279949	POM121L2
chr6	27292673	27293547	VN1R10P
chr6	27325604	27328000	ZNF204P
chr6	27342394	27371683	ZNF391
chr6	27371789	27374743	AL031118.1
chr6	27375476	27375775	MCFD2P1
chr6	27418522	27440897	ZNF184
chr6	27422347	27425354	AL021918.4
chr6	27440973	27462215	AL021918.5
chr6	27459201	27487214	AL021918.3
chr6	27478280	27478473	AL021918.2
chr6	27482818	27483053	AL021918.1
chr6	27490855	27492118	HNRNPA1P1
chr6	27528601	27529523	CD83P1
chr6	27564191	27564296	RNU6-471P
chr6	27599188	27599311	TRNAI6
chr6	27620381	27620604	AL031229.1
chr6	27647750	27648334	AL009179.3
chr6	27661814	27681131	AL009179.1
chr6	27704779	27706273	GPR89P
chr6	27727649	27730963	AL009179.2
chr6	27748398	27748890	RSL24D1P1
chr6	27774853	27775117	HIST1H4PS1
chr6	27775222	27775709	HIST1H2BL
chr6	27775977	27776479	HIST1H2AI
chr6	27777842	27779078	HIST1H3H
chr6	27782132	27782518	HIST1H2AJ
chr6	27782822	27783202	HIST1H2BM
chr6	27791886	27792258	HIST1H4J
chr6	27798994	27799305	HIST1H4K
chr6	27805538	27833576	HIST1H2BN
chr6	27805725	27806117	HIST1H2AK
chr6	27831840	27832179	HIST1H2BPS2
chr6	27833133	27833525	HIST1H2AL
chr6	27834627	27835307	HIST1H1B
chr6	27839683	27840093	HIST1H3I
chr6	27840977	27841288	HIST1H4L
chr6	27858160	27860884	HIST1H3J
chr6	27860535	27860927	HIST1H2AM
chr6	27861241	27861621	HIST1H2BO
chr6	27865282	27865344	RNU7-26P
chr6	27878963	27880174	OR2B2
chr6	27905243	27906181	OR2W6P
chr6	27925019	27925960	OR2B6
chr6	27932953	27933292	RPLP2P1
chr6	27944928	27945853	OR2W4P
chr6	27978501	27980133	IQCB2P
chr6	27982900	28105071	ZSCAN16-AS1
chr6	27983346	27983553	U3
chr6	28001725	28002633	OR2W2P
chr6	28014212	28015145	OR2B7P
chr6	28021006	28021943	OR2B8P
chr6	28041094	28042038	OR1F12
chr6	28046570	28048908	AL121944.1
chr6	28048346	28057341	ZNF165
chr6	28058932	28061442	ZSCAN12P1
chr6	28083406	28084329	ZNF602P
chr6	28092387	28097860	ZSCAN16
chr6	28104627	28107456	AL358933.1
chr6	28109661	28127238	ZKSCAN8
chr6	28129547	28137372	ZNF192P1
chr6	28138623	28140299	AL022393.1
chr6	28143966	28144452	ZNF603P
chr6	28155828	28157210	ZNF192P2
chr6	28185421	28186412	TOB2P1
chr6	28192664	28201260	ZSCAN9
chr6	28209475	28220047	ZKSCAN4
chr6	28227098	28228736	NKAPL
chr6	28234788	28246001	ZSCAN26
chr6	28234899	28249357	AL021997.3
chr6	28249349	28270326	PGBD1
chr6	28283390	28283660	AL021997.2
chr6	28287437	28287629	AL021997.1
chr6	28292470	28324048	ZSCAN31
chr6	28317724	28336949	ZKSCAN3
chr6	28346732	28367511	ZSCAN12
chr6	28378047	28378233	RNU2-45P
chr6	28399707	28411279	ZSCAN23
chr6	28414750	28415584	COX11P1
chr6	28423425	28423918	OR2E1P
chr6	28444773	28457232	Z98745.2
chr6	28457673	28459438	Z98745.1
chr6	28471073	28495992	GPX6
chr6	28493702	28502729	GPX5
chr6	28538312	28583989	ZBED9
chr6	28555155	28559524	AL049543.1
chr6	28601158	28601371	AL121932.1
chr6	28602638	28617315	AL121932.2
chr6	28615974	28616042	AL121932.1
chr6	28616063	28616843	LINC00533
chr6	28699794	28700681	RPSAP2
chr6	28743693	28743800	AL662890.1
chr6	28751410	28751781	NOP56P1
chr6	28763749	28763812	AL662890.3
chr6	28805646	28806783	AL662890.1
chr6	28827402	28832407	LINC01623
chr6	28829193	28829824	RPL13P
chr6	28856609	28857683	ZNF90P2
chr6	28864307	28865099	HCG14
chr6	28870779	28891765	TRIM27
chr6	28883422	28883521	RNU6-930P
chr6	28911654	28912314	LINC01556
